angle	x1	y1	x	y2	length
-88.5802928626	231615.9987	901413.789	231616.822	901380.5695	33.2297006191
-88.5704554915	230280.2808	905257.8128	230282.0308	905187.6878	70.1468326085
-88.5667014331	229888.5711	904841.073	229887.8502	904869.8848	28.820817407
-88.5494647461	230394.1875	905041.9378	230392.8122	905096.2502	54.329809899
-88.5434970404	229591.1539	901975.1177	229590.5896	901997.3113	22.200772856
-88.5325439725	230109.8903	905275.4999	230110.3434	905257.8128	17.692902699
-88.5284588115	228377.2864	903334.3533	228377.1763	903338.6392	4.28731393677
-88.5230413427	230392.8122	905096.2502	230390.8805	905171.1702	74.9448988601
-88.5202922167	230390.8805	905171.1702	230390.562	905183.5001	12.3340129832
-88.5175811196	229530.4604	904024.6552	229529.7272	904052.9872	28.3414856025
-88.5163890575	230388.4997	905257.8128	230387.6871	905289.1877	31.3854212759
-88.5157332142	230110.3434	905257.8128	230112.3468	905180.4947	77.344050834
-88.5131751496	230112.3468	905180.4947	230112.4375	905177.0003	3.49557689638
-88.4933678297	230280.1871	905261.3753	230280.2808	905257.8128	3.56373202413
-88.4590147083	229642.3964	902102.6052	229641.9791	902118.1172	15.5176120339
-88.4275927398	229944.9059	905083.4374	229947.2186	904999.1878	84.2813364922
-88.4218734435	231420.75	902841.756	231420.1561	902863.3128	21.5649795611
-88.4171208571	229473.9842	902995.7503	229472.7027	903042.1252	46.3926027737
-88.4161172249	230390.562	905183.5001	230388.6558	905252.4379	68.9641491425
-88.4070160676	231611.9841	903877.7501	231610.7031	903923.8127	46.0804088476
-88.3938246694	229775.4472	905079.2313	229772.1126	905198.1526	118.968042563
-88.3879642871	228999.3745	904550.3753	228997.2339	904626.4375	76.0923152294
-88.3744112892	230285.859	905093.1874	230288.4841	905000.6875	92.537142001
-88.3688184056	229947.2186	904999.1878	229949.1248	904932.25	66.9649361043
-88.3627845068	230241.1128	904521.1488	230239.2967	904584.6875	63.5646491128
-88.3626731615	229580.5637	904081.7816	229580.3891	904087.8898	6.11069492196
-88.3364606204	230388.6558	905252.4379	230388.4997	905257.8128	5.37716628356
-88.3328764723	230024.3279	905257.8128	230023.6403	905281.4376	23.634804184
-88.3279903197	230026.2842	905190.7941	230024.3279	905257.8128	67.0472464711
-88.3278687884	230029.3434	905086.0	230026.2842	905190.7941	104.838743315
-88.3211037143	231644.8504	902183.3337	231645.0772	902175.5959	7.74112311706
-88.2890923264	231614.7458	901443.7846	231615.0515	901433.5502	10.2389645891
-88.2720916583	230250.4368	904332.0682	230249.2387	904371.784	39.7338673354
-88.2716773031	230250.5935	904326.875	230250.4368	904332.0682	5.19556360044
-88.2661081269	230031.9997	904998.2504	230029.3434	905086.0	87.7897957053
-88.2445738288	229944.74	905088.8411	229944.7462	905088.6388	0.202394986071
-88.2437906028	229591.6239	901959.7889	229591.1539	901975.1177	15.3360036987
-88.2413845507	229944.7462	905088.6388	229944.9059	905083.4374	5.20385107933
-88.2410250709	229941.7966	905184.6875	229944.74	905088.8411	95.8915845972
-88.2332687169	231991.6249	903384.625	231991.9372	903374.5002	10.1296153105
-88.2218859785	230128.3115	902462.6497	230127.8789	902476.5848	13.9418131812
-88.2076573818	231629.1386	901406.129	231625.9371	901508.4379	102.358979192
-88.1912406998	232272.8435	903117.8126	232273.7968	903087.6251	30.2025485206
-88.1910571992	231613.0659	901512.0639	231613.5242	901497.5527	14.5184353262
-88.1765082504	229939.4685	905257.8128	229941.7914	905184.8498	72.9999673516
-88.1757378524	229303.0622	904356.8751	229300.9999	904421.6252	64.7829339491
-88.1734458004	229938.4839	905288.6875	229939.4685	905257.8128	30.8903955489
-88.1649039433	229941.7914	905184.8498	229941.7966	905184.6875	0.162383282944
-88.1595894825	230176.9689	905039.41	230175.3423	905090.032	50.6481264383
-88.15306125	229915.7434	902165.5115	229915.3267	902178.4339	12.9291167753
-88.1525595265	231654.99	902469.7276	231655.2706	902461.0282	8.70392421398
-88.1309146799	230034.8592	904910.6251	230031.9997	904998.2504	87.671944999
-88.0576164173	229220.9062	903479.9394	229220.9282	903479.2907	0.649072945446
-88.0237689502	229220.8432	903481.7652	229220.9062	903479.9394	1.82688659912
-88.0083486536	229738.4373	905422.0624	229736.203	905486.3128	64.2892370232
-88.0022887955	229590.5896	901997.3113	229590.0254	902013.4864	16.1849368775
-87.9987274731	229604.7101	905001.6521	229608.2342	904900.7993	100.914352541
-87.9969865531	229608.2342	904900.7993	229608.8199	904884.0523	16.7572388398
-87.9776411039	229549.1504	904050.8927	229549.6742	904036.059	14.8429451986
-87.9774876942	230289.2275	904979.6438	230291.2499	904922.375	57.3044985614
-87.9767827065	230288.4841	905000.6875	230289.2275	904979.6438	21.0568267596
-87.968578826	230194.1245	905257.8128	230193.7809	905267.4999	9.69319180194
-87.9437412915	231613.7187	903829.4378	231611.9841	903877.7501	48.3434294241
-87.9404261657	230200.1405	905090.7503	230198.115	905147.0739	56.3600085785
-87.9401799872	230198.115	905147.0739	230196.9144	905180.4553	33.4029834948
-87.9345215908	230196.9144	905180.4553	230194.1245	905257.8128	77.4077925568
-87.929628581	229492.5888	904008.9599	229493.1008	903994.7969	14.1722515137
-87.9158551838	230117.9061	904972.0001	230119.9531	904915.7503	56.2870341118
-87.8953882394	230232.3432	904754.1252	230230.7653	904797.0625	42.9662832897
-87.8800534485	230144.5946	904676.2848	230144.0079	904692.1343	15.8603552027
-87.8792731476	229530.9488	904011.4661	229530.4604	904024.6552	13.1981397702
-87.8655138732	230285.8124	905094.4377	230285.859	905093.1874	1.25116811552
-87.8629077724	231215.734	903108.0626	231212.0	903208.1253	100.132345859
-87.8513848932	229535.8876	905305.6587	229535.3638	905319.62	13.9711225084
-87.8390188678	230029.0833	902109.8991	230028.7106	902119.7761	9.88402925407
-87.8281397146	230203.339	904974.853	230202.2028	905004.8127	29.981237041
-87.8279323926	230204.4997	904944.2502	230203.339	904974.853	30.6248035481
-87.8201576206	230726.4176	904459.1461	230725.1264	904493.0681	33.9465650925
-87.8165719953	229879.8103	904896.9547	229880.8138	904870.6344	26.3394230086
-87.8094438532	230394.3902	905036.6386	230394.1875	905041.9378	5.30307532955
-87.8045449724	230396.3435	904985.6874	230394.3902	905036.6386	50.9886277757
-87.8033207136	230037.0624	904853.1874	230034.8592	904910.6251	57.4799397347
-87.7684974001	229210.0928	903534.6635	229210.6048	903521.5241	13.1493717114
-87.7631858573	230230.7653	904797.0625	230229.1248	904839.0624	42.0319264384
-87.7513749799	230246.7187	904411.6253	230243.9529	904482.0627	70.4916801343
-87.7449950348	230206.4468	904894.8033	230204.4997	904944.2502	49.485221207
-87.74475438	230208.5312	904841.8753	230206.4468	904894.8033	52.9690278114
-87.7361431935	229140.2964	904545.1877	229135.8589	904657.4376	112.337578115
-87.7002515325	232100.0307	900541.9022	232099.3067	900559.9302	18.0425319739
-87.6810778657	230302.5779	904746.2501	230306.5464	904648.2502	98.0802191713
-87.6805695453	229583.4032	904886.6886	229583.0469	904895.4853	8.80391280035
-87.6781169529	230283.5269	905150.8048	230285.8124	905094.4377	56.4134157155
-87.6771616057	230282.0308	905187.6878	230283.5269	905150.8048	36.9133309837
-87.6610042418	230113.828	905088.2502	230116.9374	905012.125	76.1886766083
-87.6249600327	229949.1248	904932.25	229951.9685	904863.6875	68.6214473469
-87.6193633002	230291.2499	904922.375	230294.8902	904834.8128	87.6378380192
-87.5530136341	229300.9999	904421.6252	229296.5066	904526.7711	105.241864444
-87.5509832401	229148.9687	904355.3125	229143.9219	904473.3126	118.107975136
-87.5326125081	229477.7029	902882.6249	229474.937	902946.8128	64.2474646162
-87.5180892879	230143.054	904713.9275	230139.0179	904807.044	93.2039305809
-87.4937328486	230144.0079	904692.1343	230143.054	904713.9275	21.8140663642
-87.4759846829	229490.9678	904045.7332	229492.5888	904008.9599	36.8090102265
-87.4661857244	229310.9271	902967.9507	229309.3486	903003.6212	35.7054090082
-87.4370956815	228792.6197	903372.2991	228791.5962	903395.165	22.8887949662
-87.4291834851	231619.2929	901347.8998	231619.9395	901333.4987	14.4156086489
-87.4047263364	231614.7499	903806.6876	231613.7187	903829.4378	22.7735586473
-87.3981922568	231801.4328	900988.2167	231801.1041	900995.4502	7.24096443475
-87.3978156218	229916.3686	902151.7551	229915.7434	902165.5115	13.7705996969
-87.3855272343	231632.4267	901334.1208	231629.1386	901406.129	72.0832329257
-87.379478148	229482.5469	905319.599	229483.0092	905309.4982	10.1113738896
-87.3553594986	229603.2038	905136.1038	229606.9619	905054.7429	81.447647998
-87.3450730499	230239.2967	904584.6875	230235.9841	904656.1253	71.5145620682
-87.306262201	231278.2343	903123.3125	231279.734	903091.4374	31.9103603896
-87.282625505	231212.0	903208.1253	231211.6559	903215.3752	7.25806136612
-87.256253082	229251.8673	903523.2249	229251.7214	903526.2693	3.04789405382
-87.251967801	230056.5465	904646.875	230055.1744	904675.461	28.6189107821
-87.2510140367	230055.1744	904675.461	230054.8124	904683.0002	7.54788583972
-87.2419086069	229509.8739	902689.18	229509.3189	902700.7005	11.5338608134
-87.2406697839	231975.2087	901744.9599	231974.2988	901763.8388	18.9008143524
-87.2364046351	229388.942	902769.3387	229387.7219	902794.6146	25.3053307578
-87.2086367904	229644.7971	902020.6626	229644.5027	902026.7007	6.04527277922
-87.1851548772	231614.4407	901467.6135	231614.9004	901458.2639	9.36089441331
-87.1123526565	229143.9219	904473.3126	229140.2964	904545.1877	71.966480044
-87.0388599617	234708.4541	901500.4384	234708.8791	901492.2223	8.22708479422
-87.034966484	230235.9841	904656.1253	230233.3749	904706.5	50.4422275935
-87.0119449359	231625.9192	901833.5461	231626.1972	901828.2203	5.3330506894
-86.8993282193	231610.7036	903923.8127	231608.3438	903967.3757	43.6268681561
-86.8181790254	231613.8293	901478.6118	231614.4407	901467.6135	11.0152808804
-86.8033852105	228683.703	903288.5001	228684.2964	903277.8751	10.6415576192
-86.784749717	229684.1868	902230.705	229683.1843	902248.5508	17.8739358828
-86.7739786478	232087.2655	900409.7504	232088.5936	900386.1876	23.6001990103
-86.7307192472	230144.9617	904617.8026	230145.2551	904612.6662	5.14477293092
-86.7300766802	231620.7034	901320.2093	231621.3143	901309.5167	10.7100370487
-86.7101497489	231619.9395	901333.4987	231620.7034	901320.2093	13.3113371071
-86.7085762795	230074.3124	902365.0	230078.9527	902284.3124	80.8209204235
-86.7038877205	229135.8589	904657.4376	229131.6871	904729.8753	72.5577307838
-86.6312460427	229541.3096	905185.5563	229541.6803	905179.2587	6.30850095186
-86.6241865697	231290.1245	903098.5624	231288.8747	903119.75	21.2244291764
-86.581096007	228335.7288	903963.996	228334.4494	903985.4114	21.453582955
-86.5287257143	229879.2578	904906.0555	229879.5266	904901.6242	4.43944513731
-86.5245000251	229878.8113	904913.4073	229879.2578	904906.0555	7.36534625549
-86.5232131202	229879.5266	904901.6242	229879.8103	904896.9547	4.67811029641
-86.5114144887	229536.76	905291.3483	229535.8876	905305.6587	14.3369672515
-86.4956925907	228616.4564	903311.3977	228617.4036	903295.9302	15.4964752162
-86.4662745793	229800.0934	903478.3753	229797.8124	903515.3125	37.0075628048
-86.42531804	234743.9449	901439.1725	234743.4729	901446.728	7.57022881137
-86.4212063552	232653.7239	900845.5627	232653.4064	900850.6392	5.08641902348
-86.4207796331	230156.2621	904614.427	230156.1152	904616.7755	2.35308985259
-86.4179127953	229644.9446	902018.3064	229644.7971	902020.6626	2.360812293
-86.3820403247	230249.2387	904371.784	230248.057	904390.4731	18.7264218048
-86.3797208171	230248.057	904390.4731	230246.7187	904411.6253	21.1944948469
-86.3734168432	229390.5108	902744.5866	229388.942	902769.3387	24.8017658229
-86.3478828664	229448.0064	904459.0995	229447.7862	904462.5494	3.45692031389
-86.3468008893	230318.6854	904418.4124	230315.5571	904467.4093	49.0966645557
-86.3332345376	231630.5492	901254.6937	231631.5486	901239.0987	15.6269902839
-86.3310414181	228999.9997	904540.6253	228999.3745	904550.3753	9.77002431134
-86.3107213068	229053.0649	903618.2992	229052.5693	903625.9854	7.70216137233
-86.3079452374	229396.366	904269.4301	229396.5969	904265.8518	3.58574200456
-86.2975325387	229001.484	904517.6877	228999.9997	904540.6253	22.9855746135
-86.2871037715	229645.092	902039.8068	229644.1797	902053.8653	14.0880699004
-86.2365940814	229387.7219	902794.6146	229386.8505	902807.8621	13.2761287381
-86.228709262	232641.8173	900761.178	232640.3648	900783.2134	22.0832200865
-86.1873935555	230153.7671	904629.5433	230153.4737	904633.946	4.41246539295
-86.186602068	229309.3486	903003.6212	229307.1393	903036.7666	33.2189486258
-86.1299303088	229739.8433	902590.1249	229738.2028	902614.3753	24.3058252393
-85.9864644648	230251.8433	904309.0625	230250.5935	904326.875	17.8562917842
-85.9130996296	229252.2073	903518.4664	229251.8673	903523.2249	4.7706312202
-85.9061426067	229686.9045	905113.6854	229684.9948	905140.3672	26.7500543017
-85.8440402585	230243.9529	904482.0627	230241.1128	904521.1488	39.1891487695
-85.8313110973	231626.7988	901819.3289	231627.086	901815.3885	3.95085256344
-85.8239284993	230054.8124	904683.0002	230052.4531	904715.3125	32.3983182863
-85.8150717081	228397.7034	903822.0558	228396.8668	903833.4893	11.4640665506
-85.7944146148	228544.332	902904.5042	228540.9318	902950.7444	46.3650456261
-85.7410031662	231382.1406	902821.7245	231379.9836	902850.6889	29.044605634
-85.7236760963	229597.7582	904971.8475	229592.5952	905040.8948	69.2400621476
-85.7059644166	229539.8904	903059.3125	229538.7031	903075.1251	15.8571119721
-85.6960162353	232057.8281	903105.4376	232055.9372	903130.5624	25.1958543749
-85.674795926	231616.822	901380.5695	231619.2929	901347.8998	32.7630072637
-85.6059340077	229540.9395	905190.3727	229541.3096	905185.5563	4.8305986135
-85.5998954882	234613.4991	901317.7312	234612.7762	901327.1259	9.42247167896
-85.5152958571	229265.1563	903406.7511	229263.8174	903423.8217	17.1230265299
-85.4876585253	231420.1561	902863.3128	231419.2586	902874.6853	11.4078596797
-85.477837047	231615.0515	901433.5502	231615.7242	901425.0448	8.53196076455
-85.4564953714	230129.7031	904438.1249	230124.0312	904509.5003	71.6004062506
-85.4212006354	229977.4528	903768.6875	229979.8904	903738.2501	30.5348524219
-85.3929365452	231937.0217	901612.8096	231934.5994	901642.8696	30.1574391726
-85.3158297965	228973.5933	902929.6249	228968.6873	902989.5003	60.0760548102
-85.3093524099	232039.8174	901840.4816	232033.3903	901918.8125	78.5941315177
-85.2930749026	231621.3143	901309.5167	231622.3132	901297.3848	12.1729535793
-85.2473951575	228511.7652	905420.8756	228513.8905	905395.3125	25.6512959062
-85.2366404256	231379.9836	902850.6889	231378.443	902869.1772	18.5523768076
-85.2113047393	229562.8613	902882.3709	229561.0063	902904.5139	22.2205642132
-85.2020901272	229277.7653	903299.25	229274.8433	903334.0624	34.934814693
-85.2015440471	231644.9216	901201.6121	231637.3588	901291.7042	90.4089731491
-85.1708797834	231789.6558	903632.8124	231787.7496	903655.3752	22.6431787154
-85.1661104837	230038.4842	904836.3749	230037.0624	904853.1874	16.8725123054
-85.0388739364	230067.9375	902511.9374	230071.9685	902465.5	46.6120271993
-85.0388662464	230294.8902	904834.8128	230302.5779	904746.2501	88.8957398449
-84.9880143569	229490.4558	904074.5711	229491.3088	904064.8447	9.76373217284
-84.959876731	230097.5941	902435.0719	230096.6248	902446.0624	11.0331605957
-84.9564583035	229146.464	903149.1444	229145.5168	903159.877	10.7743162472
-84.905205762	229733.7459	902068.3764	229733.0117	902076.6114	8.26766440002
-84.8970685441	229804.301	901903.6717	229803.4019	901913.7401	10.1084647377
-84.8126953275	231878.7028	901558.5627	231876.4843	901582.9999	24.5376952056
-84.8055710221	234594.4686	901327.6077	234594.9504	901322.3079	5.3216549396
-84.7814499625	228310.4529	904863.3128	228309.2656	904876.3124	13.0537075715
-84.7471039372	230074.937	902434.5	230075.3277	902430.2504	4.26752230854
-84.7251327682	230753.7984	902638.8279	230752.5854	902651.9663	13.1942761661
-84.6199966533	231364.7029	904137.6874	231362.0241	904166.1321	28.5705605071
-84.6167018113	231362.0241	904166.1321	231361.7185	904169.3751	3.25736709039
-84.6006359087	232572.4372	900435.0002	232570.658	900453.8244	18.9080950472
-84.5999031773	231637.5467	901824.3127	231634.9058	901852.25	28.0618439188
-84.5584972675	231996.3123	901719.3752	231992.4841	901759.5626	40.3693229339
-84.5573456552	229834.2254	901943.8232	229833.8926	901947.3161	3.50871860795
-84.5561801453	232000.609	903007.1878	231999.8185	903015.4827	8.33248199889
-84.5301451575	230071.9685	902465.5	230074.937	902434.5	31.1418045756
-84.5205838436	233084.8125	901515.25	233085.8437	901504.5001	10.799246428
-84.5061779398	229652.6312	902745.6024	229651.937	902752.8201	7.2510073018
-84.4721652691	229695.4155	902335.9737	229694.8139	902342.1899	6.24524338768
-84.4454054838	231624.2055	901851.0514	231625.1783	901841.0484	10.0501914815
-84.4298868892	230268.7654	903067.1876	230272.8322	903025.4872	41.8982365092
-84.4118954518	228334.6199	903997.3564	228333.0839	904013.0553	15.7738631034
-84.4117303986	231352.7339	904164.125	231354.1404	904149.7501	14.4435450012
-84.376169846	234734.52	901483.439	234733.9205	901489.5271	6.11754541261
-84.3609635442	231767.4933	901021.1408	231754.4138	901153.6065	133.10986063
-84.3599640878	231625.1783	901841.0484	231625.9192	901833.5461	7.53879553197
-84.3550171277	229538.7031	903075.1251	229536.3432	903099.0002	23.9914469749
-84.3495910955	231734.4842	901988.0001	231733.2969	902000.0004	12.05889221
-84.3275390582	231637.4126	901186.6085	231642.5464	901134.9231	51.9397388882
-84.2892954468	231626.1972	901828.2203	231626.7066	901823.1264	5.11930713677
-84.2695950923	231834.2965	901379.375	231823.7918	901484.0564	105.207149131
-84.2162048971	229675.3123	903742.0	229673.1092	903763.7503	21.8615918849
-84.2007234544	231667.6247	901001.0003	231659.2965	901083.0002	82.4217356955
-84.1777958427	234737.3176	901456.0029	234734.52	901483.439	27.5783637814
-84.1748567602	228982.4371	902842.9377	228973.5933	902929.6249	87.1371530523
-84.1306043618	232270.6388	901768.4729	232263.4053	901838.8376	70.7355252225
-84.122670589	229537.9816	905279.4812	229536.76	905291.3483	11.9298100986
-84.1031093992	232279.4217	901683.4374	232270.6388	901768.4729	85.4878681032
-84.076214457	229823.2967	903202.0627	229822.2656	903212.0001	9.99075002215
-84.0101570673	229590.0254	902013.4864	229588.6144	902026.9341	13.5215219639
-83.990379126	234892.5739	902146.3156	234892.0122	902151.6512	5.3650847384
-83.9903189528	229645.8283	902009.9122	229644.9446	902018.3064	8.4405876183
-83.9363192801	231999.9352	901614.0507	231996.2304	901648.9266	35.0721248834
-83.9275825694	231806.6941	901625.7714	231805.0501	901641.2251	15.54090022
-83.9027556641	232134.328	901665.2502	232127.7509	901726.8217	61.9217882222
-83.9026534203	232127.7509	901726.8217	232112.4835	901869.745	143.73643653
-83.850241876	231651.9631	901053.5945	231655.9884	901016.2359	37.5748324567
-83.8325323875	231835.0625	901987.5629	231833.7185	902000.0004	12.5099057647
-83.8202057123	228989.4684	902778.0002	228982.4371	902842.9377	65.3170581545
-83.8059706283	229783.203	903476.4379	229786.3436	903447.5001	29.107724697
-83.7710063471	229520.1896	902879.6384	229518.7054	902893.2366	13.6789580343
-83.7522822499	230387.3799	904598.8975	230385.0068	904620.5741	21.8061136169
-83.7460706371	231735.0141	901569.2169	231729.7533	901617.2225	48.2929979202
-83.7355502381	228238.1248	904472.8124	228236.7183	904485.6252	12.8897667208
-83.7284183231	232206.4529	901674.5624	232197.0153	901760.4376	86.3922350065
-83.7149346818	231841.8762	901316.0359	231839.5466	901337.1877	21.2797011107
-83.6796898466	231642.5464	901134.9231	231647.8927	901086.6538	48.5644751444
-83.6614013634	231224.5404	902571.8588	231225.2858	902565.1485	6.75157368961
-83.6608038621	229641.9791	902118.1172	229640.5757	902130.7498	12.7103152738
-83.6305218414	230272.8322	903002.908	230274.8695	902984.6573	18.3640584239
-83.625570392	231631.5486	901239.0987	231637.4126	901186.6085	52.8167359104
